Utility Company,EIA Utility Id,Twitter Handle,Facebook Page,Outage Phone Number,Outage Map URL,Phone Number,Web Site
Portland General Electric Co,15248,@portlandgeneral,,Portland: 503-464-7777; Salem: 503-399-7717 or 800-544-1795,https://portlandgeneral.com/safety_outages/outages/outage_updates/outage_map.aspx,503-228-6322 or 800-542-8818,http://www.portlandgeneral.com/default.aspx
Portside Energy Corp,15343,,,,,,http://primaryenergy.com/projects/portside/default.aspx
"Potentia Energy, LLC",56428,,,800-270-2294,,800-270-2294,http://www.verdeenergytx.com/
Potomac Electric Power Co,15270,,,,,,http://www.pepco.com/home/
Potomac Electric Power Co (Maryland),15270,@PepcoConnect,https://twitter.com/PepcoConnect,1-877-737-2662,,1-877-737-2662,http://www.pepco.com/
"Poudre Valley R E A, Inc",15257,@PoudreValleyREA,https://www.facebook.com/PoudreValleyREA,1-800-432-1012,http://ebill.pvrea.com/oms/outageMap,,http://www.pvrea.com/
Powder River Energy Corporation,19156,,,,,,http://precorp.coop/
Powder River Energy Corporation (Montana),19156,@PRECorp,https://www.facebook.com/precorp,1-888-391-6220,https://ebill.precorp.coop/oms/outageMap,1-800-442-3630,http://precorp.coop/
Powell Valley Electric Coop,15293,,,,,,http://www.pve.coop/
Power Choice/Pepco Energy Serv,14405,@PepcoConnect,https://www.facebook.com/PepcoConnect,1-877-737-2662,http://www.pepco.com/pages/connectwithus/outages/outagemaps.aspx,202-833-7500,http://www.pepcoenergy.com/
Power Resources Cooperative,40294,,,503.334.2140,,503.334.2140,http://www.prc.coop/
PowerSouth Energy Cooperative,189,@powersouth,,(334) 427-3000,,(334) 427-3000,http://powersouth.com/
Powerex Corporation,2152,,,,,,
Prague Public Works Authority,15311,@CityofPrague,https://www.facebook.com/pages/City-of-Prague/281103925283522,(405) 567-2270 or (405) 567-2239,,(405) 567-2270,http://cityofpragueok.org/2013/12/05/prague-public-works-authority/
Prairie Energy Coop,15291,,https://www.facebook.com/PrairieEnergyCooperative,(515) 532-2805,https://www.iowarec.org/outages/,(515) 532-2805,http://www.prairieenergy.coop/
Prairie Land Electric Coop Inc,13799,,https://www.facebook.com/PLECOOP,785-877-3323 or 1-800-577-3323,,785-877-3323 or 1-800-577-3323,http://www.prairielandelectric.com/
"Prairie Power, Inc",40307,,,(217) 245-6161,,(217) 245-6161,http://www.ppi.coop/
Precinct of Woodsville,20980,,,,,,
Prentiss County Elec Pwr Assn,15334,,https://www.facebook.com/pcepa,AFTER HOURS &amp; HOLIDAYS CALL 662-728-2549,,Booneville: (662) 728-4433 -- Baldwyn: (662) 365-7161,http://www.pcepa.com/
Presque Isle Elec & Gas Coop,15340,,,1-800-423-6634,,(989) 733-8515 or (800) 423-6634,https://www.pieg.com/index.cfm
Preston Public Utilities Comm,15348,,,(507) 765-2491,,(507) 765-2491,http://www.prestonmn.org/puc1.htm
Price Electric Coop Inc,15356,,,715-339-2155 or 1-800-884-0881,,715-339-2155 or 1-800-884-0881,http://www.price-electric.com/
Price Municipal Corporation,14198,,,435-637-0890 (After Hours),,435-636-3197,http://www.priceutah.net/City_Dir/Utilities_Office/Utilities_Office.asp
Prince George Electric Coop,15410,,https://www.facebook.com/pages/Prince-George-Electric-Cooperative/157303111082512,(804) 834-2424,,(804) 834-2424,http://www.pgec.coop/
Princeton Public Utils Comm,15387,,,612.390.4361,,763.389.2252,http://princetonutilities.com/
Proctor Public Utilities Comm,15460,,https://www.facebook.com/CityOfProctor?ref=hl,(218) 624-4055,,(218) 624-4055,http://www.ci.proctor.mn.us/
Progress Energy Carolinas Inc,3046,https://twitter.com/DukeEnergy?,https://www.facebook.com/duke.energy,800.419.6356,,800.419.6356,https://www.progress-energy.com/carolinas/home/index.page
Progress Energy Carolinas Inc (South Carolina),3046,@DukeEnergy,https://www.facebook.com/duke.energy,800-419-6356,,Raleigh- 919.508.5400; Other locations- 800.452.2777,https://www.progress-energy.com/index.page
Progress Energy Florida Inc,6455,@dukeenergy?,https://www.facebook.com/duke.energy,800.228.8485,,800.228.8485,https://www.progress-energy.com/
Prospect Corporation,15432,,,,,,
Provo City Corp (Utility Company),15444,@provocity,https://www.facebook.com/provocity,311 or (801) 852-6000,http://provo.org/departments/power/current-outages-map,311 or (801) 852-6802,http://provo.org/departments/power
"Public Power & Utility, Inc.",56259,,,1-888-354-4415,,1-888-354-4415,https://www.ppandu.com/en/
"Public Power & Utility, Inc. (Massachusetts)",56259,@PPandUtility,,1-888-354-4415,,1-888-354-4415,https://www.ppandu.com/en/
"Public Power & Utility, Inc. (New Jersey)",56259,,https://www.facebook.com/PublicPower,,,1-888-354-4415,https://www.ppandu.com/en/
"Public Power & Utility, Inc. (New York)",56259,,,1-888-354-4415,,1-888-354-4415,https://www.ppandu.com/en/
"Public Power & Utility, Inc. (Pennsylvania)",56259,,,1-888-354-4415,,1-888-354-4415,https://www.ppandu.com/en/
Public Serv Comm of Yazoo City,21095,,,(662) 746-1126 or  (662) 746-1122,,(662) 746-3741,http://yazoopsc.org/
Public Service Co of Colorado,15466,@XcelEnergyCO,https://www.facebook.com/XcelEnergyCO,1-800-895-4999,http://www.xcelenergy.com/Outages,1-800-895-4999,http://www.xcelenergy.com
Public Service Co of NH,15472,@EversourceNH,https://www.facebook.com/EversourceNH,800-662-7764,https://www.eversource.com/Content/general/residential,800-662-7764,https://www.eversource.com
Public Service Co of NM,15473,@PNMtalk,https://www.facebook.com/PNMelectric,(888) 342-5766,https://www.pnm.com/search-an-outage,1-888-342-5766,https://www.pnm.com/
Public Service Co of Oklahoma,15474,@PSOklahoma,https://www.facebook.com/PSOklahoma,1-888-218-3919,,1-888-216-3523,https://www.psoklahoma.com
Public Service Elec & Gas Co,15477,@PSEGdelivers,https://www.facebook.com/PSEG,1-800-436-7734,http://outagecenter.pseg.com/external/default.html,1-800-436-7734,https://www.pseg.com/family/pseandg/
Public Utility District No 1,15327,,,360-795-3266  or  360-465-2171,,360-795-3266  or  360-465-2171,http://www.wahkiakumpud.org/
Public Utility District No 2,14324,,https://www.facebook.com/pages/Pacific-County-PUD-2/278779105479255,Long Beach/Ilwaco/Chinook: (877) 602-6465 or Raymond/South Bend/Naselle: (877) 204-6181,,Willapa Operations Center: (360) 942-2411 or Peninsula Operations Center: (360) 642-3191,http://www.pacificpud.org/
Puerto Rico Electric Pwr Authority,15497,,,,,,
Puget Sound Energy Inc,15500,@PSETalk,https://www.facebook.com/pugetsoundenergy,1-888-225-5773,http://pse.com/accountsandservices/ServiceAlert/Pages/outage-map.aspx,1-888-225-5773,https://pse.com/Pages/default.aspx
REA Energy Coop Inc,40292,@REAEnergy,https://www.facebook.com/pages/REA-Energy-Cooperative-Inc/139341383388,724-463-7273 or 800-332-7273,,724-463-7273 or 800-332-7273,http://www.reaenergy.com/
"RRI Energy Services, Inc.",39004,,,,,,
RV CSU Power II LLC,56828,,,,,,
"Radiant Electric Coop, Inc",15621,,https://www.facebook.com/radiantelectriccooperative,1-800-821-0956,,(620) 378-2161,http://www.radiantec.coop/
Raft River Rural Elec Coop Inc,22814,,https://www.facebook.com/pages/Raft-River-Rural-Electric/,1-800-342-7732 (After Hours),https://rrelectric.ebill.coop/outageMap,208-645-2211,http://rrelectric.com/
Rainbow Energy Marketing Corp,15711,,https://www.facebook.com/pages/Rainbow-Energy-Marketing-Corp/158985380800971,(701) 222-2290,,(701) 222-2290,https://www.rainbowenergy.com/
Ralls County Electric Coop,15672,,,877-985-8711,,(573) 985-8711,http://rallscountyelectric.net/
Rancho Cucamonga Municipal Utility,56224,,,(909) 941-1488 (After Hours),,(909) 919-2612,http://www.cityofrc.us/cityhall/engineering/rcmu/default.asp
Randolph Electric Member Corp,15671,@RandolphEMC,https://www.facebook.com/randolphemc?ref=tn_tnmn,1-877-736-2633,http://www.randolphemc.com/content/randolph-emc-outage-map,1-877-736-2633,http://www.randolphemc.com/
Rappahannock Electric Coop,40228,,,,,,
Raton Public Service Company,15698,,,(575) 445-8723,,(575) 445-8723,
"Ravalli County Elec Coop, Inc",26916,,https://www.facebook.com/pages/Ravalli-County-Electric-Co-Operative/,406-961-3001,,406-961-3001,http://www.ravallielectric.com/
"Rayburn Country Elec Coop, Inc",18589,,,4694022100,,4694022100,http://www.rayburnelectric.com/
Rayle Electric Membership Corp,15700,,https://www.facebook.com/rayleemc,1-706-678-2116,http://outage.rayleemc.com:82/,"Washington, GA: 706-678-2116; Greensboro, GA: 706-453-2268; Lexington, GA: 706-743-8107",http://www.rayleemc.com/
"Reach Energy, LLC",56587,,,1- 866-580-1194,,1- 866-580-1194,http://www.reachenergyllc.com/
"Red Lake Electric Coop, Inc",26934,,,218-253-2200,,218-253-2168 or 800-245-6068,http://www.redlakeelectric.com/
Red River Valley Coop Pwr Assn,26939,,https://www.facebook.com/RRVCPA,,,,http://www.rrvcoop.com/
Red River Valley Rrl Elec Assn,15746,@redrivervalley1,https://www.facebook.com/pages/Red-River-Valley-REA/146536385393684?ref=br_tf,580-276-3364 or  1-800-749-3364,https://ebill.rrvrea.com/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,1-800-749-3364 or 580-564-1800,http://www.rrvrea.com/
Redlands Water & Power Company,15787,,,970-243-2173,,,http://www.redlandswaterandpower.com/
Redwood Electric Coop,15750,,,(507) 692-2214 or (888) 251-5100,,(507) 692-2214 or (888) 251-5100,http://redwoodelectric.com/
Redwood Falls Public Util Comm,15793,,,507-627-8430,,507-627-1301,http://www.ci.redwood-falls.mn.us/city-departments/public-utilities/
Reedsburg Utility Comm,15804,,https://www.facebook.com/pages/Reedsburg-Utility-Commission/136628653195868,(608) 524-4381 After Hours,,(608) 524-4381,http://reedsburgutility.com/
Reedy Creek Improvement Dist,15776,,,407-560-1963,,(407) 828-2241,http://www.rcid.org/
"Reliable Power, LLC",56735,,,,,,
"Reliable Power, LLC (Massachusetts)",56735,,,508 946 2298,,508 946 2298,http://www.reliablepowerservices.com/
Reliant Energy Power Supply LLC,55765,,,,,,http://www.reliant.com/Welcome.do
Reliant Energy Retail Services LLC,15847,@reliantenergy,https://www.facebook.com/reliantenergy,1-866-222-7100,,,http://www.reliant.com/Welcome.do
Renville-Sibley Coop Pwr Assn,15845,@RenSib,,1-800-826-2593,,,http://www.renville-sibley.coop/
Rice Lake Utilities,15938,,https://www.facebook.com/pages/City-of-Rice-Lake-Utilities/162786740407997,715-234-7004,,715-234-7004,http://www.ricelakeutilities.com/
Riceland Foods Inc.,15597,@RicelandFoods,https://www.facebook.com/pages/Riceland-Foods-Inc/107156036008453,(870) 673-5569,,(870) 673-5569,http://www.riceland.com/
"Rich Mountain Elec Coop, Inc",15811,,,1-877-828-4074,,1-877-828-4074,http://www.rmec.com/
"Rich Mountain Elec Coop, Inc (Oklahoma)",15811,,,1-877-828-4074,,1-877-828-4074,http://www.rmec.com/
Richland Electric Coop,15983,,https://www.facebook.com/pages/Richland-Electric-Cooperative/156038837800606,(608) 647-3173,,(608) 647-3173,http://www.richec.com/index.html
"Rio Grande Electric Coop, Inc",16057,,https://www.facebook.com/rgec.coop,(800) 749-1509 or (830) 563-2444,https://ebill.rgec.com/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,(800) 749-1509 or (830) 563-2444,http://www.rgec.coop/
"Rio Grande Electric Coop, Inc (New Mexico)",16057,,https://www.facebook.com/rgec.coop,(800) 749-1509,https://ebill.rgec.com/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,(800) 749-1509,http://www.rgec.com/
"Rita Blanca Electric Coop, Inc",16063,,,806.249.4506 or 800.299.4506,,806.249.4506 or 800.299.4506,http://ritablancaelectric.com/
Riverland Energy Cooperative,16060,@RiverlandEnergy,https://www.facebook.com/RiverlandEnergyCooperative,(800) 927-6206,,Arcadia: (608) 323-3381/(800) 411-9115 -- Alma: (608) 685-4440/(800) 685-4415 -- Onalaska: (608) 783-2238/(800) 411-9115,
Riverside Electric Cooperative,56536,,,208-436-3855,,208-436-3855,http://riversideelectric.net/
Roanoke Electric Member Corp,16101,,,1-800-358-9437,http://www.roanokeelectric.com/content/outage-map-0,1-800-358-9437,http://www.roanokeelectric.com/
"Robison Energy, LLC",16177,,,(914) 847-0320,,(914) 847-0320,http://www.originalenergy.com/about-us/
Rochelle Municipal Utilities,16179,@RochelleUtility,https://www.facebook.com/rochellemunicipalutilities,815-562-4155,,815-562-4155,http://www.rmu.net/
Rochester Gas & Electric Corp,16183,@RGandE,https://www.facebook.com/RochGandE,1.800.743.1701,http://outagemap.rge.com/ny/?style=rge,1.800.743.1701,http://www.rge.com/
Rochester Public Utilities,16181,@rpuoutages,https://www.facebook.com/rochesterpublicutilities,5072809191,http://www.rpu.org/contact-us/power-outages.html,,http://www.rpu.org/
Rock Energy Cooperative,16196,,,(866) 752-4550,http://www.rock.coop/content/current-reported-outages,(608) 752-4550 or (866) 752-4550,http://www.rock.coop/
Rock Energy Cooperative (Illinois),16196,,https://www.facebook.com/pages/Rock-Energy-Cooperative/157988347566710,(866) 752-4550,http://www.rock.coop/content/current-reported-outages,(608) 752-4550 or (866) 752-4550,http://www.rock.coop/
Rock Rapids Municipal Utility,16206,@RRutilities,https://www.facebook.com/pages/Rock-Rapids-Utilities/198243643582344,(712) 472-2522,,(712) 472-2511,http://www.rockrapids.net/
Rockland Electric Co,16213,@ORUConnec,https://www.facebook.com/ORUConnect,1-877-434-4100,,1-877-434-4100,http://www.oru.com/index.html
Rockland Electric Co (New Jersey),16213,@ORUConnect,https://www.facebook.com/ORUConnect,1-877-434-4100,,1-877-434-4100,http://www.oru.com/index.html
Rolling Hills Electric Coop,16267,,,Ellsworth Office (785) 472-4021 or (800) 530-5572  Mankato Office (785) 378-3151 or (877) 906-5903 Belleville Office  (785) 527-2251 or (877) 339-2496,,Ellsworth Office (785) 472-4021 or (800) 530-5572  Mankato Office (785) 378-3151 or (877) 906-5903 Belleville Office  (785) 527-2251 or (877) 339-2496,http://www.rollinghills.coop/
Roosevelt County Elec Coop Inc,22690,,,575-356-4491,,575-356-4491,http://www.rcec.org/
Roosevelt Irrigation District,16273,,,(623) 386-2046,,(623) 386-2046,http://www.rooseveltirrigation.org/
Roosevelt Public Power Dist,16164,,https://www.facebook.com/pages/Roosevelt-Public-Power-District/1389888067908873,308-635-2424,,308-635-2424,http://rooseveltppd.com/
"Roseau Electric Coop, Inc",16284,,,888-847-8840,,,http://www.roseauelectric.coop/
Rosebud Electric Coop Inc,16286,,https://www.facebook.com/RosebudElectricCooperative,888-464-9304,,605-835-9624,http://www.rosebudelectric.com/
Roughrider Electric Cooperative,55959,@RoughriderCoop,https://www.facebook.com/RoughriderElectric,1.800.748.5533,,1.800.748.5533,http://roughriderelectric.com/
Runestone Electric Assn,16368,,https://www.facebook.com/RunestoneElectric,1-800-473-1722,https://pyxis-oms.com/OutageMap/OutageMap.htm,,http://www.runestoneelectric.com/
Rural Electric Conven Coop,16420,@RECC_Auburn_IL,https://www.facebook.com/RECC.Auburn?ref=search&sid=100000351831275.1405275847..1,(217) 438-6197,https://recc.ebill.coop/outageMap,(217) 438-6197,http://www.recc.coop/
"Rural Electric Coop, Inc",16382,,https://www.facebook.com/pages/Rural-Electric-Cooperative-Inc/116401145072740?ref=ts,855-399-2683,,405-756-3104 or 800-259-3504,http://www.rural-electric.com/
RushShelby Energy,17038,,,1-800-284-3452,,1-800-284-3452,http://www.rse.coop/
Rushmore Electric Pwr Coop Inc,16443,,,(605)342-4759,,(605)342-4759,http://www.rushelec.com/
"Rusk County Electric Coop, Inc",16461,,,903-657-4571,,903-657-4571,http://www.rcelectric.org/
Rutherford Elec Member Corp,16496,,,1-800-521-0920 or 1-800-228-9756 or 1-800-228-5331,http://www.remc.com/storm-center/outage-map/,1-800-521-0920 or 1-800-228-9756 or 1-800-228-5331,http://www.remc.com/
SE-MA-NO Electric Coop,16851,,https://www.facebook.com/pages/Se-Ma-No-Electric-Cooperative/,"After Hours, weekends or Holidays, (417) 924-3243",,(417) 924-3291,http://www.semano.com/
SEMO Electric Cooperative,16805,@SEMOelectric,https://twitter.com/SEMOelectric,800.813.5230,http://www.gosemo.com/content/outage-center,800.813.5230,http://www.semoelectric.coop/
SRW Cogeneration LP,17483,,,281-293-1000,,281-293-1000,https://www.puc.texas.gov/industry/electric/directories/pgc/report_pgc.aspx?ID=PGSQL01DB1245458100040
SUEZ-DEGS of Ashtabula LLC,19144,,,,,,
Sabine Cogen LP,16668,,,409-670-0703,,409-670-0703,https://www.puc.texas.gov/industry/electric/directories/pgc/report_pgc.aspx?ID=PGSQL01DB1245458100015
Sac-Osage Electric Coop Inc,16511,@SacOsage,,417-876-2721 or (800) 876-2701,,417-876-2721 or (800) 876-2701,http://sacosage.com/
Sacramento Municipal Utility District,16534,,,,,,http://www.smud.org
Safe Harbor Water Power Corp,16537,,,1-800-692-6328,,1-800-692-6328,http://www.shwpc.com/
Salem City Corporation (Utility Company),16557,@salemcity,,regular business hours (801-423-2770) -- after hours (801-373-9679),,801-423-2770,http://www.salemcity.org/power.htm
Salem Electric,16555,,https://www.facebook.com/pages/Salem-Electric/117577414968337,(503) 362-3601,,(503) 362-3601,https://www.salemelectric.com
Salmon River Electric Coop Inc,16565,,,1-877-879-4901,,1-877-806-2283,http://www.srec.org/
Salt River Electric Coop Corp,16587,,,1-800-221-7465,,"Bardstown: 502-348-3931, Shepherdsville: 502-543-3083, Taylorsville: 502-477-5133, Springfield: 859-336-5080",https://billing.srelectric.com/oscp/
Salt River Project,16572,@srpconnect,,,https://myaccount.srpnet.com/MyAccount/Outages/public,,https://www.srpnet.com/
Sam Houston Electric Coop Inc,16613,@samhoustonec,https://www.facebook.com/SamHoustonEC,888.444-1207,http://outage.samhouston.net:89/,888.444-1207,http://www.samhouston.net/
Sam Rayburn G&T Elec Coop Inc,40233,,,(936) 560-9532,,(936) 560-9532,
Sam Rayburn Municipal Pwr Agny,16821,,,936-336-3684 or 936-336-5666,,936-336-3684 or 936-336-5666,http://www.cityofliberty.org/GOVERNMENT/CityCouncil/BoardsCommissions/Sam_Rayburn_Municipal_Power_Agency.aspx
"San Bernard Electric Coop, Inc",16638,,,800-364-3171,http://66.63.235.29/Outages/,800-364-3171,http://www.sbec.org/
San Diego Gas & Electric Co,16609,,,,,,http://www.sdge.com
"San Isabel Electric Assn, Inc",16616,,,,,719-547-2160,http://www.siea.com/default.aspx
"San Luis Valley R E C, Inc",16603,@SLVREC,https://www.facebook.com/SLVREC,719-852-3538 or 800-332-7634,,1.800.332.7634,http://www.slvrec.com/
"San Miguel Electric Coop, Inc",16624,,,(830) 784-3411,,(830) 784-3411,http://www.smeci.net/index2.htm
"San Miguel Power Assn, Inc",16622,,https://www.facebook.com/SanMiguelPower,1-970-864-7311,,1-970-864-7311,http://www.smpa.com/
San Patricio Electric Coop Inc,16627,@SanPatricioCoop,https://www.facebook.com/SanPatricioElectric,361-364-2220 or 1-888-740-2220,https://ebill.sanpatricioelectric.org/oms/outageMap,361-364-2220 or 1-888-740-2220,http://www.sanpatricioelectric.org/
Sand Mountain Electric Coop,16629,,https://www.facebook.com/pages/Sand-Mountain-Electric-Cooperative/168854866465446,Rainsville Area: 256--638--2153; Henagar Area: 256--657--5137; Geraldine Area: 256--659--2153; Section-Guntersville Area:  877--843--2512;  Valley Head Area: 256--635--6344; Fort Payne Area:  256--845--1511,,Rainsville Area: 256--638--2153; Henagar Area: 256--657--5137; Geraldine Area: 256--659--2153; Section-Guntersville Area:  877--843--2512;  Valley Head Area: 256--635--6344; Fort Payne Area:  256--845--1511,http://www.smec.coop/
Sangre De Cristo Elec Assn Inc,16649,,,(719) 395-2412.,,,http://www.myelectric.coop/
"Santee Electric Coop, Inc",16606,,https://www.facebook.com/santeeelectric,1-888-239-2300,http://outageviewer.santee.org:9600/,,http://www.santee.org/
Satilla Rural Elec Member Corporation,16674,@SatillaREMC,https://www.facebook.com/satillaemc,888-738-6926,,888-738-6926,http://www.satillaemc.com/
